1926	12	00	GE	AZ	2	4	TCC		-34	1566	1548	−	−	−	−
1926	12	00	GE	AM	7	0	TCC		7	1573	1279	−	−	−	−
1927	12	00	GE	AM	1	1	TCC		-12	1561	1282	−	−	−	−
1927	12	00	GE	AZ	1	1	TCC		-4	1557	1561	−	−	−	−
1928	06	24	GE	AM	5	1	TCC		6	1563	1276	−	−	−	−
1928	07	01	GE	AZ	6	0	TCC		24	1587	1546	−	−	−	−
1934	00	00	AZ	GE	0	1	TCC		-18	1528	1605	−	−	−	−
1934	00	00	GE	AM	4	0	TCC	AZ	7	1612	1254	−	−	−	−
1935	00	00	GE	AZ	1	0	TCC		8	1620	1535	−	−	−	−
1935	00	00	GE	AM	3	0	TCC		3	1623	1242	−	−	−	−
1955	08	28	GE	IN	6	0	F		11	1634	1525	−	−3	−	60
1968	08	00	IQ	GE	2	0	FT	SU	26	1609	1608	+7	−	48	−
1969	07	19	GE	PL	0	1	F		-10	1598	1715	−	0	−	29
1979	04	06	GE	SU	0	3	F		-8	1590	1929	−	0	−	10
1990	05	27	GE	LT	2	2	F		-9	1581	1252	−	+2	−	124
1991	07	02	MD	GE	2	4	F		-16	1495	1597	−	+3	−	51
1992	09	02	LT	GE	1	0	F		14	1346	1583	+1	−8	117	63
1992	09	17	GE	AZ	6	3	F		10	1593	1525	+5	−2	57	71
1992	12	22	CY	GE	1	0	F		15	1334	1578	+2	−2	118	58
1993	05	25	AZ	GE	1	0	F		9	1534	1569	+3	−1	69	63
1994	02	08	SI	GE	1	0	FT	MT	15	1573	1554	+3	−4	62	66
1994	02	10	MT	GE	0	1	FT		-12	1371	1566	−3	+2	110	64
1994	02	12	GE	TN	2	0	FT	MT	27	1593	1604	+4	−7	60	57
1994	02	23	IL	GE	2	0	F		12	1573	1581	+1	−2	64	62
1994	06	11	NG	GE	5	1	F		7	1735	1574	0	−1	28	62
1994	06	26	LV	GE	1	3	F		-11	1368	1585	−3	+1	112	61
1994	07	19	GE	MT	1	1	F		-7	1578	1380	0	+4	61	107
1994	09	07	GE	MD	0	1	EQ		-29	1549	1529	−3	+9	66	69
1994	10	12	BG	GE	2	0	EQ		7	1821	1542	+1	−2	22	69
