date,home,away,actual,pred_poisson,pred_real,has_real,relo_h,relo_a,lambda_h,lambda_a,match_idx,se_real,se_poisson,min_elo
2025-11-14,Japan,Ghana,1.0,0.7196925670378149,0.9331715354303313,True,1871.0,1513.0,1.8967570868544863,0.8887722987478831,1799,0.004466043676739469,0.07857225697384988,1513.0
2025-11-14,Tunisia,Jordan,1.0,0.5586511969924328,0.6648579785547648,True,1635.0,1616.0,1.3671808367173193,1.1208754140928534,1800,0.11232017453839849,0.19478876591621233,1616.0
2025-11-14,Oman,Sudan,1.0,0.5837517395481714,0.7945819150362295,True,1503.0,1368.0,1.4035056796221188,1.0527846856395433,1801,0.042196589630182815,0.17326261432917334,1368.0
2025-11-14,Saudi Arabia,Côte d'Ivoire,1.0,0.4437358783508667,0.6212967231224545,True,1585.0,1599.0,1.198988284396076,1.4413438073862728,1802,0.14341617191779085,0.30942977303408176,1585.0
2025-11-14,South Korea,Bolivia,1.0,0.7025648080837461,0.7436345220073278,True,1774.0,1689.0,1.9073625778866206,0.9702702252374612,1803,0.06572325830641128,0.08846769339025878,1689.0
2025-11-14,Morocco,Mozambique,1.0,0.8225085187976428,0.9543232189603377,True,1825.0,1397.0,2.336818798417303,0.700633628049517,1804,0.002086368326145256,0.03150322589940674,1397.0
2025-11-14,Angola,Argentina,0.0,0.245440930162296,0.07203315850384262,True,1567.0,2111.0,0.8160954554924216,2.0093916752753636,1805,0.005188775924039714,0.06024125019893307,1567.0
2025-11-14,Burkina Faso,Niger,1.0,0.6359866449778224,0.7791406208194696,True,1528.0,1409.0,1.5624794130645623,0.9791169004905066,1806,0.048778865372009324,0.1325057226345019,1409.0
2025-11-14,Uganda,Chad,1.0,0.776485634079063,0.9164213770695134,True,1432.0,1116.0,1.9383137144880105,0.6727762276775424,1807,0.006985386210956455,0.04995867177303852,1116.0
2025-11-14,Uzbekistan,Egypt,1.0,0.5517756349839334,0.698558626418023,True,1714.0,1668.0,1.3470459620689432,1.130153025654499,1808,0.09086690170698901,0.20090508139405605,1668.0
2025-11-15,Switzerland,Sweden,1.0,0.6280484388016216,0.8618278475799177,True,1892.0,1674.0,1.815236978262776,1.2212415846335452,1809,0.019091543704398455,0.138347963877911,1674.0
2025-11-15,Liechtenstein,Wales,0.0,0.125615516785499,0.01838406720224497,True,901.0,1692.0,0.6606787475727602,2.770691265148365,1810,0.00033797392689665924,0.015779258057287984,901.0
2025-11-15,Slovenia,Kosovo,0.0,0.5301793279897647,0.726830072276731,True,1735.0,1665.0,1.3182182014119006,1.1912428756494375,1811,0.528281953965798,0.28109011982767856,1665.0
2025-11-15,Greece,Scotland,1.0,0.5797339685180894,0.6253513933075368,True,1760.0,1771.0,1.504268396856202,1.1585122601263913,1812,0.14036157849660402,0.17662353721755422,1760.0
2025-11-15,Georgia,Spain,0.0,0.24378730953687983,0.09234643180631803,True,1685.0,2182.0,0.9284827416498853,2.1859730409953255,1813,0.008527863467358947,0.059432252291230454,1685.0
2025-11-15,Türkiye,Bulgaria,1.0,0.7845258083560094,0.9553164906282028,True,1860.0,1428.0,2.1591237095484273,0.7765353939343405,1814,0.0019966160097794894,0.0464291272646312,1428.0
2025-11-15,Bosnia & Herzegovina,Romania,1.0,0.40460509012107393,0.42010023964211857,True,1521.0,1677.0,1.218314921356631,1.646370685751008,1815,0.3362837320631284,0.3544950987097345,1521.0
2025-11-15,Kazakhstan,Belgium,0.5,0.23699877788879947,0.1123887401401455,True,1406.0,1865.0,0.8667775264339316,2.1414788588007236,1816,0.15024248877014365,0.06916964283198504,1406.0
2025-11-15,Denmark,Belarus,0.5,0.8008392633021758,0.9602018804600128,True,1917.0,1464.0,2.3096142325145874,0.7921892528074798,1817,0.21178577077893188,0.09050426234419587,1464.0
2025-11-15,Cyprus,Austria,0.0,0.2531263977568451,0.08902396853465472,True,1325.0,1829.0,0.9623214631423509,2.1717787377606568,1818,0.007925266973659193,0.06407297324135655,1325.0
2025-11-15,Russia,Chile,0.0,0.671481688612281,0.8658895824550439,True,1922.0,1698.0,1.7351798372469296,0.9716306010101915,1819,0.7497647690041702,0.45088765814160026,1698.0
2025-11-15,Papua New Guinea,Fiji,0.0,0.517999904251138,0.5686413918836677,True,1120.0,1172.0,1.3390251397016086,1.2621122261950983,1820,0.3233530325633949,0.2683239008041881,1120.0
2025-11-15,Guinea,Liberia,1.0,0.6935151411705333,0.8271780169631395,True,1479.0,1307.0,1.8311716677648837,0.9523350101945757,1821,0.02986743782079289,0.09393296869171816,1307.0
2025-11-15,Grenada,US Virgin Islands,1.0,0.8177976800415249,0.9701903450946798,True,1122.0,617.0,2.489818025924133,0.8145650081685122,1822,0.0008886155255742789,0.03319768539825055,617.0
2025-11-15,Bahamas,British Virgin Islands,0.0,0.5938882925730883,0.770096676660982,True,761.0,651.0,1.6688231206949937,1.2441575625973584,1823,0.5930488914042891,0.3527033040553781,651.0
2025-11-15,Barbados,Aruba,0.0,0.7197402782221809,0.676301669492737,True,949.0,921.0,2.207793033038356,1.1130051852588259,1824,0.45738394815866323,0.5180260680953424,921.0
2025-11-15,South Africa,Zambia,1.0,0.690920096268342,0.809207997485838,True,1524.0,1373.0,1.700247700693277,0.8652619090904845,1825,0.03640158822336398,0.09553038689077094,1373.0
2025-11-15,Brazil,Senegal,1.0,0.6034633345374134,0.8246953134461684,True,1978.0,1809.0,1.5368220850896304,1.0893534548724473,1826,0.030731733127737138,0.15724132705618732,1809.0
2025-11-15,Libya,Mauritania,1.0,0.489693830711753,0.7245382428425361,True,1418.0,1350.0,1.0569242434793082,1.097507743646885,1827,0.07587917965627762,0.260412386413645,1350.0
2025-11-15,Lesotho,Malawi,0.5,0.5210560862772528,0.6131368201531431,True,1224.0,1244.0,1.346439684836986,1.2564393420054933,1828,0.012799940074364642,0.0004433587693151116,1224.0
2025-11-15,USA,Paraguay,1.0,0.5704082627645537,0.469815319996098,True,1712.0,1833.0,1.45302967896834,1.1510369488128864,1829,0.28109579491084,0.18454906070096874,1712.0
2025-11-15,Kuwait,Tanzania,1.0,0.4524125801262771,0.581301478368915,True,1293.0,1336.0,1.0293870091306923,1.2205676263530685,1830,0.17530845201605616,0.29985198240396094,1293.0
2025-11-15,Venezuela,Australia,1.0,0.4501043149800058,0.5644004902404213,True,1727.0,1782.0,1.2296405692292518,1.4456888512968462,1831,0.18974693290278533,0.3023852644036087,1727.0
2025-11-16,Ukraine,Iceland,1.0,0.6515943460242472,0.8548291775317596,True,1788.0,1580.0,1.7549510703003786,1.070552286172305,1832,0.021074567696105377,0.12138649972227203,1580.0
2025-11-16,Israel,Moldova,1.0,0.7100208771653749,0.9141902593095826,True,1615.0,1304.0,2.042514606211932,1.0369832892737016,1833,0.0073633115973566685,0.0840878916799386,1304.0
2025-11-16,Azerbaijan,France,0.0,0.13632040424658892,0.027411274627306505,True,1341.0,2061.0,0.7527491526565008,2.8194570852752134,1834,0.0007513779766936174,0.018583252613953417,1341.0
2025-11-16,Serbia,Latvia,1.0,0.7695018803710035,0.9734946484719849,True,1813.0,1287.0,2.0779092130817003,0.7934099099583652,1835,0.0007025336596236546,0.053129383152503165,1287.0
2025-11-16,Italy,Norway,0.0,0.5110227682751729,0.6825703854747719,True,1907.0,1874.0,1.459754250582423,1.4105045356507464,1836,0.4659023311271787,0.26114426969562105,1874.0
2025-11-16,Portugal,Armenia,1.0,0.854987887327485,0.9807661828592751,True,1974.0,1391.0,2.652408731040749,0.7016253875666482,1837,0.0003699397218028437,0.02102851282174619,1391.0
2025-11-16,Hungary,Ireland,0.0,0.6022241540857477,0.7245382428425361,True,1727.0,1659.0,1.6484036506518593,1.1907418184360554,1838,0.5249556653413499,0.3626739317642944,1659.0
2025-11-16,Colombia,New Zealand,1.0,0.7706715168995935,0.9470491982010917,True,1990.0,1589.0,1.9104777572067655,0.680020511937002,1839,0.0028037874111472728,0.05259155316113345,1589.0
2025-11-16,Saint Vincent and the Grenadines,Saint Lucia,1.0,0.6225587644900427,0.8196458144946892,True,1171.0,1008.0,1.6590730771301512,1.1140821796694136,1840,0.03252763222928406,0.14246188626328307,1008.0
2025-11-16,Mexico,Uruguay,0.5,0.4742227840423301,0.5459219227804837,True,1846.0,1914.0,1.1349427523295985,1.24079570036131,1841,0.002108822991856706,0.0006644648625283522,1846.0
2025-11-16,Cayman Islands,Anguilla,1.0,0.6726079427331274,0.8179376310581157,True,806.0,645.0,1.6073291577605309,0.8684935947220448,1842,0.033146706184730805,0.10718555916143518,645.0
2025-11-16,Nigeria,DR Congo,0.0,0.5752497353778838,0.6571186864870786,True,1628.0,1615.0,1.264412468126436,0.9626032919227424,1843,0.4318049681305035,0.3309122580523254,1615.0
2025-11-16,Albania,England,0.0,0.28901444379748115,0.18638778949441326,True,1675.0,2031.0,0.8326827226397578,1.7671273107217331,1844,0.03474040807261371,0.08352934872356739,1675.0
2025-11-17,Malta,Poland,0.0,0.2690347502854117,0.11946643775259876,True,1283.0,1730.0,0.9213328333885201,2.010376222512714,1845,0.014272229749295554,0.07237969686113382,1283.0
2025-11-17,Netherlands,Lithuania,1.0,0.8723545817577318,0.9889043111336924,True,1958.0,1278.0,2.7158474240918364,0.6319442433347361,1846,0.0001231143114179031,0.016293352798243566,1278.0
2025-11-17,Germany,Slovakia,1.0,0.6997790117169379,0.8467934030726807,True,1897.0,1700.0,1.9629388052768109,1.023705612439124,1847,0.023472261342050084,0.09013264180565851,1700.0
2025-11-17,Czechia,Gibraltar,1.0,0.9173471503597839,0.9951816056581237,True,1844.0,1018.0,3.322743914973739,0.5769161152474216,1848,2.3216924033825092e-05,0.006831493553648176,1018.0
2025-11-17,Montenegro,Croatia,0.0,0.2570724284577664,0.10036168484994894,True,1447.0,1928.0,0.9532256083620698,2.1325223902008124,1849,0.01007246778592047,0.06608623347317343,1447.0
2025-11-17,Finland,Andorra,1.0,0.7538094671340656,0.9527938123855935,True,1507.0,1085.0,1.9081713848573925,0.750608858749422,1850,0.002228424149086549,0.06060977847281272,1085.0
2025-11-17,Northern Ireland,Luxembourg,1.0,0.6487585022207368,0.8460451004320948,True,1597.0,1401.0,1.554817056173261,0.921996661608744,1851,0.023702111100963777,0.12337058976222014,1401.0
2025-11-17,Madagascar,Equatorial Guinea,1.0,0.5036884238488041,0.4841750147352649,True,1348.0,1459.0,1.2399434692402571,1.224535552448567,1852,0.26607541542336416,0.24632518062168435,1348.0
2025-11-17,Comoros,Namibia,1.0,0.5541773569875006,0.7313778578393882,True,1395.0,1321.0,1.305747560755214,1.0823242026066766,1853,0.0721578552589559,0.1987578290226505,1321.0
2025-11-17,Chad,Mozambique,0.5,0.3615559664277834,0.25856647703070046,True,1113.0,1396.0,0.9432636345837705,1.5303002358793956,1854,0.05829014601336729,0.01916675043174503,1113.0
2025-11-17,Egypt,Cabo Verde,0.5,0.6215538908181724,0.750163481828642,True,1648.0,1557.0,1.4673230886517674,0.9579994029459109,1855,0.0625817676406293,0.014775348373036167,1557.0
2025-11-17,Qatar,Zimbabwe,0.0,0.6147470053507907,0.8221846111535023,True,1502.0,1336.0,1.5297871326275936,1.0374871858480168,1856,0.6759875348176357,0.37791388058776515,1336.0
2025-11-17,Bahrain,Somalia,0.0,0.7673668489755204,0.9759060496964679,True,1447.0,904.0,2.0877089286841795,0.8094998190505209,1857,0.9523926178341648,0.5888518809066192,904.0
2025-11-17,Vanuatu,Fiji,1.0,0.47117242839878204,0.46122190794282847,True,1045.0,1172.0,1.2398783133789402,1.3630369865849008,1858,0.290281832480766,0.2796586004856413,1045.0
2025-11-18,Kenya,Senegal,0.0,0.31311496611315753,0.11529218350883584,True,1347.0,1801.0,0.8324568695441152,1.6343531777660374,1859,0.01329228757823508,0.09804098200404379,1347.0
2025-11-18,Lesotho,Malawi,0.0,0.5190313786934749,0.615864104253756,True,1225.0,1243.0,1.3419673467572406,1.2606266432298636,1860,0.37928859490828126,0.2693935720684494,1225.0
2025-11-18,Morocco,Uganda,1.0,0.7742208240216243,0.9440870944880482,True,1826.0,1435.0,2.0267553634985074,0.7391221754299486,1861,0.003126253002788453,0.05097623630547435,1435.0
2025-11-18,Brazil,Tunisia,0.5,0.7058751851396726,0.9279668414961574,True,1986.0,1642.0,1.728819551275406,0.8254939626220542,1862,0.1831556174201971,0.04238459185629448,1642.0
2025-11-18,Saint Kitts and Nevis,Belize,0.0,0.6197207020490846,0.596629173305774,True,1039.0,1071.0,1.5365656329555466,1.0231138281097303,1863,0.35596637043953133,0.3840537485482103,1039.0
2025-11-18,Chile,Peru,1.0,0.619760675904141,0.6571186864870786,True,1721.0,1708.0,1.4538510630682848,0.9538067792676431,1864,0.1175675951563463,0.14458194358887572,1708.0
2025-11-18,Austria,Bosnia & Herzegovina,0.5,0.7641128157436301,0.8980682790110263,True,1834.0,1556.0,2.2576782888832714,0.937111885162839,1865,0.15845835475480025,0.0697555794400287,1556.0
2025-11-18,Belarus,Greece,0.5,0.31961799326048523,0.24768500639431762,True,1482.0,1775.0,1.0209911969656977,1.8471624056704936,1866,0.06366285599823554,0.032537668355374354,1482.0
2025-11-18,Cyprus,Estonia,0.0,0.6145033678126341,0.6117705007810643,True,1320.0,1341.0,1.7061570105308994,1.187927061457249,1867,0.37426314562591423,0.37761438905306954,1320.0
2025-11-18,Bulgaria,Georgia,1.0,0.387135423930055,0.293024705191459,True,1425.0,1678.0,1.076851425672576,1.5670620737893521,1868,0.49981406746962354,0.3756029886013933,1425.0
2025-11-18,Faroe Islands,Kazakhstan,1.0,0.5534686430151802,0.5672288443429522,True,1369.0,1422.0,1.4188171398135259,1.1896815939332916,1869,0.18729087316873672,0.1993902527707046,1369.0
2025-11-18,Kosovo,Switzerland,0.5,0.4397012329380603,0.3692697113837977,True,1709.0,1902.0,1.1749074230321637,1.4333545991114494,1870,0.01709040836167555,0.0036359413091900648,1709.0
2025-11-18,Spain,Türkiye,0.5,0.7525740027070885,0.9207260613687934,True,2189.0,1863.0,2.1969576005405145,0.9508986721312555,1871,0.17701041871489773,0.06379362684348036,1863.0
2025-11-18,Romania,San Marino,1.0,0.9311151044311066,0.9946888660255334,True,1642.0,833.0,3.6747554778079254,0.5492935821800325,1872,2.8208144094733238e-05,0.004745128837537354,833.0
2025-11-18,Sweden,Slovenia,0.5,0.6123017777745597,0.6035363185261781,True,1664.0,1691.0,1.686544499185212,1.180630260065071,1873,0.010719769253954202,0.0126116892913266,1664.0
2025-11-18,Niger,Guinea,0.5,0.4831039655837404,0.5215733330511455,True,1402.0,1487.0,1.2157134939710914,1.2866329863823394,1874,0.000465408698935647,0.00028547597899542844,1402.0
2025-11-18,Belgium,Liechtenstein,1.0,0.9440163599953102,0.9976206111986203,True,1849.0,900.0,3.8964929172086644,0.42927678322249446,1875,5.661491068130969e-06,0.0031341679481747048,900.0
2025-11-18,Burkina Faso,Benin,1.0,0.6310544511053795,0.7469129214289432,True,1535.0,1447.0,1.497661115058199,0.94569283178414,1876,0.0640530693396323,0.1361208180491528,1447.0
2025-11-18,Wales,North Macedonia,1.0,0.5746666784259379,0.8296328234313434,True,1693.0,1518.0,1.5305450731693586,1.2031651937940324,1877,0.029024974851975825,0.18090843444122454,1518.0
2025-11-18,East Timor,Tajikistan,0.0,0.22063927339218792,0.049591832864031196,True,682.0,1295.0,0.7330752953454338,2.051283574890377,1878,0.0024593498868140046,0.04868168896303264,682.0
2025-11-18,Angola,Zambia,1.0,0.6416563585238237,0.8475387239958501,True,1565.0,1367.0,1.421380177897703,0.8428003795389754,1879,0.023244440680813584,0.12841016538640634,1367.0
2025-11-18,Bangladesh,India,1.0,0.46229356050103776,0.30999379271968613,True,912.0,1151.0,1.232030516494149,1.393825617325287,1880,0.47610856608536356,0.28912821507865116,912.0
2025-11-18,Yemen,Bhutan,1.0,0.7956005005368272,0.9718108649534383,True,1134.0,619.0,2.3589825630572103,0.8486999307521093,1881,0.0007946273346732948,0.04177915538079559,619.0
2025-11-18,Brunei Darussalam,Lebanon,0.0,0.0984035439786978,0.031873667144986455,True,657.0,1350.0,0.5685084239426174,2.936490386593536,1882,0.001015930657269389,0.009683257467567511,657.0
2025-11-18,Turkmenistan,Chinese Taipei,1.0,0.7555327449571186,0.92758110507346,True,1213.0,870.0,2.00278939222342,0.8062811906665954,1883,0.005244496342381237,0.0597642387882012,870.0
2025-11-18,Hong Kong,Singapore,0.0,0.497380978269141,0.7175917231915314,True,1164.0,1102.0,1.3873779739562666,1.3988352038684182,1884,0.5149378811929914,0.24738783754396773,1102.0
2025-11-18,Uzbekistan,Iran,1.0,0.5027274112982507,0.6104024220946891,True,1734.0,1756.0,1.345363216083261,1.3335165603022294,1885,0.1517862727096848,0.2472800274741391,1734.0
2025-11-18,Iraq,United Arab Emirates,1.0,0.5865068228293006,0.691236152414763,True,1584.0,1544.0,1.62368309656325,1.2360673316739674,1886,0.09533511357563947,0.17097660756671945,1544.0
2025-11-18,Japan,Bolivia,1.0,0.7362088372195679,0.8430219644140362,True,1873.0,1681.0,1.9423378892873338,0.8496534469838076,1887,0.024642103656428115,0.06958577756105244,1681.0
2025-11-18,Scotland,Denmark,1.0,0.4423135842942125,0.43843206102635396,True,1756.0,1899.0,1.2192283883760178,1.4697412271771724,1888,0.3153585500831087,0.3110141382627684,1756.0
2025-11-18,Kuwait,Gambia,0.5,0.39230377557386265,0.46694860611555894,True,1304.0,1427.0,1.0223022255146919,1.478361233959885,1889,0.001092394637704468,0.011598476755644944,1304.0
2025-11-18,Nepal,Malaysia,0.0,0.2639618456616698,0.15850763307675816,True,921.0,1311.0,0.8413458368450244,1.9281607264894778,1890,0.025124669743596197,0.06967585596511519,921.0
2025-11-18,Jordan,Mali,0.5,0.46278941857905953,0.6360768996878818,True,1609.0,1612.0,1.1523077991748314,1.3075062697196131,1891,0.018516922628665857,0.00138462736968444,1609.0
2025-11-18,Maldives,Philippines,0.0,0.24832290879216912,0.25746444105693017,True,856.0,1140.0,0.85272396838716,2.0444897543622487,1892,0.06628793840875748,0.061664267031003944,856.0
2025-11-18,Oman,Côte d'Ivoire,0.0,0.35838976291492186,0.525880930891169,True,1509.0,1591.0,0.9928458394649686,1.6070305307908634,1893,0.2765507534749625,0.1284432221622139,1509.0
2025-11-18,Pakistan,Syria,0.0,0.16712605320664664,0.050412142212975915,True,834.0,1444.0,0.6689402091210828,2.366369854663619,1894,0.002541384082501308,0.027931117660430885,834.0
2025-11-18,Saudi Arabia,Algeria,0.0,0.435792537504889,0.48705085510713625,True,1593.0,1702.0,1.2957418784729746,1.5833074339946787,1895,0.23721853546059263,0.1899151357449501,1593.0
2025-11-18,South Korea,Ghana,1.0,0.6961052225971235,0.8943199698511277,True,1782.0,1511.0,1.8746213854026705,0.9737775923790021,1896,0.011168268772266555,0.09235203573274386,1511.0
2025-11-18,Sri Lanka,Thailand,0.0,0.29099657247901684,0.060649558509397815,True,787.0,1363.0,0.9035424428983073,1.8532367929527522,1897,0.003678368947384869,0.0846790051945357,787.0
2025-11-19,Ecuador,New Zealand,1.0,0.703718772393263,0.9294909043747703,True,1933.0,1585.0,1.7245271621362803,0.8311484522268047,1898,0.004971532565887782,0.08778256583215512,1585.0
2025-11-19,Mexico,Paraguay,0.0,0.607916121666414,0.6427130688326204,True,1835.0,1833.0,1.4396450196111699,0.9883673444612806,1899,0.4130800888482446,0.3695620109819342,1833.0
2025-11-19,Haiti,Nicaragua,1.0,0.689170508436734,0.8590630023766738,True,1542.0,1328.0,1.8486115532103153,0.9839293634278041,1900,0.019863237299077463,0.09661497282547846,1328.0
2025-11-19,Guatemala,Suriname,1.0,0.5642741326940834,0.7479995411960544,True,1529.0,1440.0,1.5164003467316256,1.234137326047357,1901,0.0635042312373991,0.1898570314394932,1440.0
2025-11-19,Panama,El Salvador,1.0,0.6574832139516837,0.9520109719849302,True,1742.0,1323.0,1.6411400959523417,0.955535967022636,1902,0.002302946809831151,0.11731774872486805,1323.0
2025-11-19,USA,Uruguay,1.0,0.4586601746712007,0.43843206102635396,True,1747.0,1890.0,1.1585892342800612,1.3319842541698756,1904,0.3153585500831087,0.293048806487015,1747.0
2025-11-19,Venezuela,Canada,0.0,0.48218217804939967,0.5186997779295586,True,1715.0,1802.0,1.3226635422744717,1.4002464019584362,1905,0.26904945962417337,0.23249965282846297,1715.0
2025-11-19,Trinidad and Tobago,Bermuda,0.5,0.6262647420689826,0.9011868291216677,True,1403.0,1119.0,1.7994219812081504,1.2158074744510825,1906,0.1609508718606982,0.015942785089746715,1119.0
2025-11-19,Antigua and Barbuda,Guyana,0.0,0.3298726231298613,0.1655408182910169,True,894.0,1275.0,1.1769864295438839,1.9894226294583603,1907,0.02740376252045948,0.10881594749057552,894.0
2025-11-19,Laos,Vietnam,0.0,0.1255593820289613,0.049052005347292676,True,711.0,1326.0,0.6947340550909684,2.8352875735671423,1908,0.0024060992285908295,0.01576515841549465,711.0
2025-11-19,Colombia,Australia,1.0,0.6711675026998676,0.8658895824550439,True,1998.0,1774.0,1.6468120078566955,0.9046216704565985,1909,0.017985604094082473,0.1081308112806416,1774.0
2025-11-19,Costa Rica,Honduras,0.5,0.5761721197589755,0.7210782431975601,True,1632.0,1567.0,1.4471965253236492,1.1221872012193725,1910,0.04887558961531952,0.005802191828575711,1567.0
2025-11-20,Papua New Guinea,Fiji,1.0,0.5159166349139599,0.6253513933075368,True,1120.0,1131.0,1.3344491618267977,1.2664401524944344,1911,0.14036157849660402,0.2343367043530244,1120.0
2025-11-20,Vanuatu,Solomon Islands,1.0,0.4835980762845229,0.6076610641268197,True,1086.0,1110.0,1.2654695619844334,1.3354726583465537,1912,0.15392984060209944,0.26667094681704545,1086.0
2025-11-25,Kuwait,Mauritania,1.0,0.45412549288290904,0.5896835031399501,True,1307.0,1344.0,1.0420232023758313,1.2269593233800218,1913,0.16835962759550333,0.297978977520327,1307.0
2025-11-25,Palestine,Libya,1.0,0.6641572566457332,0.6712405808158318,True,1448.0,1424.0,1.618133569731088,0.9105656885964781,1914,0.10808275570231161,0.1127903482637199,1424.0
2025-11-25,Syria,South Sudan,1.0,0.7896986715925235,0.9114417700030158,True,1448.0,1143.0,2.2449868879927704,0.8062107603469123,1915,0.007842560100198744,0.04422664872994928,1143.0
2025-11-26,Yemen,Comoros,0.0,0.4436403952364934,0.27661213056082945,True,1138.0,1405.0,1.2402752902402332,1.4865035298588174,1916,0.07651427077340135,0.19681680028559206,1138.0
2025-11-26,Oman,Somalia,1.0,0.7784455616241432,0.9768355779567848,True,1493.0,943.0,2.137148312268953,0.790773382594946,1917,0.0005365904485961955,0.049086369164041306,943.0
2025-11-26,Lebanon,Sudan,0.0,0.5706158408163954,0.626699081666732,True,1352.0,1362.0,1.3558311216161105,1.062566781468982,1918,0.3927517389619253,0.3256024377906019,1352.0
2025-11-26,Bahrain,Djibouti,1.0,0.7552439153978968,0.9677691489361132,True,1408.0,917.0,2.036232793346335,0.82996404218727,1919,0.0010388277603024523,0.059905540949751895,917.0
2025-12-01,Qatar,Palestine,0.0,0.4472110999019865,0.5558909611168531,True,1486.0,1447.0,1.2540034492113066,1.4850123004416134,1920,0.3090147606514187,0.19999776787554455,1447.0
2025-12-01,Tunisia,Syria,0.0,0.5222628804409899,0.7523149936056823,True,1650.0,1457.0,1.2758544975363835,1.183036639445994,1921,0.5659778496039178,0.2727585162865197,1457.0
2025-12-02,Egypt,Kuwait,0.5,0.7007734688248874,0.8519483458525737,True,1644.0,1340.0,1.7279970831211229,0.8456867573876387,1922,0.12386763814836285,0.04030998578397805,1340.0
2025-12-02,Saudi Arabia,Oman,1.0,0.607905164884877,0.6440338538222926,True,1578.0,1475.0,1.5034215821825514,1.0427204558446004,1923,0.12671189722460893,0.1537383597239555,1475.0
2025-12-02,Morocco,Comoros,1.0,0.8106204425326737,0.9248272212397116,True,1828.0,1392.0,2.3476932521282015,0.7667163397091821,1924,0.005650946666543265,0.03586461678652033,1392.0
2025-12-03,Iraq,Bahrain,1.0,0.6061414377969414,0.7447304068650347,True,1596.0,1410.0,1.556612484551622,1.0953608734581244,1925,0.06516256517929074,0.15512456702066058,1410.0
2025-12-03,Jordan,United Arab Emirates,1.0,0.5225758801350765,0.6090326034042396,True,1609.0,1532.0,1.4446903215129994,1.3451649742909575,1926,0.1528555052008666,0.22793379022879684,1532.0
2025-12-03,Algeria,Sudan,0.5,0.7173723818790244,0.8737104209450813,True,1717.0,1381.0,1.9724728766591746,0.9532532160674894,1927,0.1396594787229499,0.04725075240376042,1381.0
2025-12-04,Palestine,Tunisia,0.5,0.4729806407114857,0.30265492141014677,True,1475.0,1620.0,1.2061093193402697,1.320041442037046,1928,0.038945080043635345,0.0007300457763618234,1475.0
2025-12-04,Syria,Qatar,0.5,0.5655669191584608,0.5416377027147634,True,1487.0,1458.0,1.473152272007472,1.1893053102634163,1929,0.0017336982873630165,0.004299020887932134,1458.0
2025-12-05,Comoros,Saudi Arabia,0.0,0.36446526100181237,0.23503873644731077,True,1387.0,1592.0,1.0082987390742881,1.5957336726188804,1930,0.055243207630748414,0.13283492647711923,1387.0
2025-12-05,Oman,Morocco,0.5,0.20126331612926868,0.10513721035591964,True,1461.0,1833.0,0.7750712043695196,2.2605680331548026,1931,0.1559166226455053,0.08924360629008127,1461.0
2025-12-06,Bahrain,Algeria,0.0,0.2984814232131371,0.14950969845319736,True,1400.0,1702.0,0.9827815874592893,1.9171058673647532,1932,0.022353149931566008,0.08909116000333984,1400.0
2025-12-06,Sudan,Iraq,0.0,0.37683097832864865,0.22990332333901797,True,1396.0,1606.0,1.0674792165613478,1.6061604109407241,1933,0.05285553808232504,0.14200158622812648,1396.0
2025-12-06,Kuwait,Jordan,0.0,0.33269234665493064,0.1736464460559682,True,1354.0,1625.0,0.9477801032211646,1.6819499141704586,1934,0.030153088227868278,0.11068419752276454,1354.0
2025-12-06,United Arab Emirates,Egypt,0.5,0.42178626522510365,0.34158547908308745,True,1516.0,1630.0,1.172258565012096,1.5124443921967403,1935,0.025095160437334924,0.00611738830743783,1516.0
2025-12-07,Qatar,Tunisia,0.0,0.4174249789293196,0.287097842594546,True,1454.0,1612.0,1.1048521645561482,1.4568957243052476,1936,0.08242517122244272,0.17424361303414293,1454.0
2025-12-07,Syria,Palestine,0.5,0.5369887670672178,0.5115108912177917,True,1491.0,1483.0,1.4195832909053452,1.259370176324656,1937,0.00013250061662783402,0.0013681688891528936,1483.0
2025-12-08,Oman,Comoros,1.0,0.5301653285787272,0.6453524504393825,True,1477.0,1373.0,1.3462873838591116,1.218161236470661,1938,0.12577488440935064,0.22074461846953536,1373.0
2025-12-08,Morocco,Saudi Arabia,1.0,0.6930186497986157,0.7711142606875975,True,1817.0,1606.0,1.8554803684086656,0.9726658301090476,1939,0.052388681660585086,0.09423754937146493,1606.0
2025-12-09,Bahrain,Sudan,1.0,0.5139445919886394,0.5100724469274385,True,1389.0,1382.0,1.2528108660807489,1.1947942746399534,1940,0.24002900725966758,0.23624985965709022,1382.0
2025-12-09,Algeria,Iraq,1.0,0.5908580189757064,0.6307302886162022,True,1713.0,1620.0,1.6875997318556384,1.2737541105558718,1941,0.13636011974547335,0.16739716063648338,1620.0
2025-12-09,Egypt,Jordan,0.0,0.5165044993418233,0.4841750147352649,True,1624.0,1635.0,1.3389497063017544,1.268352378472479,1942,0.234425444893894,0.2667768978403475,1624.0
2025-12-09,United Arab Emirates,Kuwait,1.0,0.6288293466808782,0.7358774441014764,True,1522.0,1344.0,1.6349157328104453,1.067853726101047,1943,0.06976072453436874,0.1377676538853437,1344.0
2025-12-11,Morocco,Syria,1.0,0.7205189888253088,0.8730738822502696,True,1826.0,1491.0,1.998293463870705,0.9579597607207821,1944,0.016110239367018424,0.07810963560722783,1491.0
