date,home,away,actual,pred_poisson,pred_real,has_real,relo_h,relo_a,lambda_h,lambda_a,match_idx,se_real,se_poisson,min_elo
2025-11-13,Cameroon,DR Congo,0.0,0.5588744461746131,0.615864104253756,True,1578.0,1596.0,1.2313024406868103,0.9955653244747281,1780,0.37928859490828126,0.3123406465869805,1578.0
2025-11-13,Nigeria,Gabon,1.0,0.5869117522351557,0.7731399130767673,True,1604.0,1491.0,1.5714702759803119,1.1881873110847563,1781,0.051465499038816684,0.1706419004414294,1491.0
2025-11-13,Antigua and Barbuda,Aruba,0.5,0.5201477296667733,0.6172250309049463,True,904.0,921.0,1.5114604785075,1.4206144367791578,1782,0.013741707870665613,0.00040593101072537496,904.0
2025-11-13,Thailand,Singapore,1.0,0.6271227840010186,0.8864576236639505,True,1361.0,1104.0,1.648368100199671,1.0860975165578233,1783,0.012891871224037087,0.139037418211151,1104.0
2025-11-14,Nicaragua,Honduras,1.0,0.4396942808659838,0.34158547908308745,True,1343.0,1557.0,1.09872283581228,1.3502138133892958,1784,0.43350968135424744,0.313942498894287,1343.0
2025-11-14,Canada,Ecuador,0.5,0.5007977389688317,0.4441090388831469,True,1790.0,1929.0,1.2998414436989922,1.2963996352777805,1785,0.003123799534565585,6.363874623927108e-07,1790.0
2025-11-14,Haiti,Costa Rica,1.0,0.5699582163617738,0.47842666694885455,True,1527.0,1642.0,1.56482867280158,1.2540302797187635,1786,0.272038741750081,0.18493593567474695,1527.0
2025-11-14,Guatemala,Panama,0.0,0.4483453995275758,0.3249597989597013,True,1511.0,1738.0,1.1663823921440004,1.3855095920784655,1787,0.10559887093992948,0.20101359727754156,1511.0
2025-11-14,Trinidad and Tobago,Jamaica,0.5,0.4361567233563405,0.4741190691088309,True,1420.0,1538.0,1.1783174915479329,1.4531151296655893,1788,0.0006698225837934714,0.004075963972598841,1420.0
2025-11-14,Kenya,Equatorial Guinea,0.0,0.5452877792552913,0.502878199574811,True,1354.0,1452.0,1.2464482035886448,1.062489831389518,1789,0.2528864836076034,0.29733876220516725,1354.0
2025-11-14,Finland,Malta,0.0,0.7152423238886495,0.9071699361527149,True,1543.0,1247.0,1.9140507618813236,0.9203548326434999,1790,0.8229572930593209,0.5115715818816358,1247.0
2025-11-14,Luxembourg,Germany,0.0,0.2376762021457307,0.0988131708783323,True,1407.0,1891.0,0.8408383374632975,2.098118306490396,1791,0.009764042739030499,0.05648997706641825,1407.0
2025-11-14,Gibraltar,Montenegro,0.0,0.26197125187629244,0.13748809600868891,True,1023.0,1442.0,0.9514579343858058,2.0980063719962154,1792,0.018902976544094462,0.06862893680963186,1023.0
2025-11-14,Poland,Netherlands,0.5,0.38779754449182324,0.3038712295704002,True,1722.0,1966.0,1.1850673981931332,1.6908855751122935,1793,0.03846649459022666,0.012589391022064385,1722.0
2025-11-14,Slovakia,Northern Ireland,1.0,0.5960697603547698,0.7414335229692995,True,1690.0,1607.0,1.5211301007647748,1.1060590209861747,1794,0.06685662304406775,0.16315963849985313,1607.0
2025-11-14,Croatia,Faroe Islands,1.0,0.8405545107347643,0.9777300639766799,True,1927.0,1370.0,2.530258163377394,0.7160619630340633,1795,0.0004959500504827685,0.0254228640470304,1370.0
2025-11-14,Uganda,Chad,1.0,0.7758264861490252,0.9164213770695134,True,1432.0,1116.0,1.9354153494574378,0.6737837380769243,1797,0.006985386210956455,0.050253764312293205,1116.0
2025-11-14,Comoros,Namibia,1.0,0.5489845066427567,0.7175917231915314,True,1389.0,1327.0,1.2940039228078029,1.0921467567373884,1798,0.07975443480992861,0.20341497524827762,1327.0
